debt_stress_id,scenario_id,structure,fiscal_year,quarter,period_end,opening_term_principal,scheduled_principal_due,scheduled_principal_paid,cash_sweep,maturity_term_payment,ending_term_principal,opening_revolver,revolver_draws,revolver_repayments,maturity_revolver_payment,ending_revolver,ending_bank_debt,retained_debt_proxy,gross_funded_debt,cash_interest_paid,nominal_revolver_availability,usable_revolver_availability,drawability_status,unsupported_maturity_gap,status,source_ids,upstream_ids,limitations
P6D-0097,SEVERE_UNMITIGATED,existing,FY2028,Q2,2028-04-30,412.5,6.25,6.25,0,0,406.25,468.8,0,14.99436468595233279716601898,0,453.805635314047667202833981,860.055635314047667202833981,62.619,922.674635314047667202833981,17.92823314188159385520507524,14.994364685952332797166019,14.994364685952332797166019,existing_contractual_drawability_not_reconstructed,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0098,SEVERE_UNMITIGATED,existing,FY2028,Q3,2028-07-31,406.25,6.25,6.25,0,0,400,453.805635314047667202833981,2.19652894174026418423943635,28.51051593596797041720323512,0,427.4916483198199609698701823,827.4916483198199609698701823,62.619,890.1106483198199609698701823,16.58960526610195896420213565,41.3083516801800390301298177,41.3083516801800390301298177,existing_contractual_drawability_not_reconstructed,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0099,SEVERE_UNMITIGATED,existing,FY2028,Q4,2028-10-31,400,6.25,6.25,0,0,393.75,427.4916483198199609698701823,1.43564669289819932984032573,31.94807695940487065236502863,0,396.9792180533132896473454793,790.7292180533132896473454793,62.619,853.3482180533132896473454793,15.10613452267745183946031913,71.8207819466867103526545207,71.8207819466867103526545207,existing_contractual_drawability_not_reconstructed,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0100,SEVERE_UNMITIGATED,existing,FY2029,Q1,2029-01-31,393.75,6.25,6.25,0,0,387.5,396.9792180533132896473454793,2.55240203483209084624352813,18.22366514438316715986204156,0,381.3079549437622133337269658,768.8079549437622133337269658,62.619,831.4269549437622133337269658,13.72253129981428642848700245,87.4920450562377866662730342,87.4920450562377866662730342,existing_contractual_drawability_not_reconstructed,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0101,SEVERE_UNMITIGATED,existing,FY2029,Q2,2029-04-30,387.5,6.25,6.25,0,0,381.25,381.3079549437622133337269658,0,43.50990060459425893369239477,0,337.798054339167954400034571,719.048054339167954400034571,62.619,781.667054339167954400034571,12.22001186317249932702075599,131.001945660832045599965429,131.001945660832045599965429,existing_contractual_drawability_not_reconstructed,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0102,SEVERE_UNMITIGATED,existing,FY2029,Q3,2029-07-31,381.25,6.25,6.25,0,0,375,337.798054339167954400034571,1.77110991628292103251663639,8.88454875978857986348725501,0,330.6846154956622955690639524,705.6846154956622955690639524,62.619,768.3036154956622955690639524,11.70088410197354318254862128,0,0,existing_contractual_drawability_not_reconstructed,705.6846154956622955690639524,MATURITY_SHORTFALL,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0103,MODERATE_MITIGATED,proposed,FY2026,Q2,2026-04-30,650,16.25,16.25,0,0,633.75,29.89771875,83.14093729303857799284278996,0,0,113.03865604303857799284279,746.78865604303857799284279,62.619,809.40765604303857799284279,13.41024113953104624366126085,180.76134395696142200715721,180.76134395696142200715721,available_before_analytical_shutoff,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0104,MODERATE_MITIGATED,proposed,FY2026,Q3,2026-07-31,633.75,16.25,16.25,0,0,617.5,113.03865604303857799284279,7.70956080010363055025886693,2.70335586613725914950774195,0,118.0448609770049493935939149,735.5448609770049493935939149,62.619,798.1638609770049493935939149,14.08560568902451391738671233,175.7551390229950506064060851,175.7551390229950506064060851,available_before_analytical_shutoff,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0105,MODERATE_MITIGATED,proposed,FY2026,Q4,2026-10-31,617.5,16.25,16.25,0,0,601.25,118.0448609770049493935939149,6.26566826600620554311083463,3.39810008567154593313021259,0,120.912429157339609003574537,722.162429157339609003574537,62.619,784.781429157339609003574537,13.85624878887539425464017722,172.887570842660390996425463,172.887570842660390996425463,continued_after_analytical_warning,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0106,MODERATE_MITIGATED,proposed,FY2027,Q1,2027-01-31,601.25,16.25,16.25,0,0,585,120.912429157339609003574537,22.50523935385205862450316886,0,0,143.4176685111916676280777059,728.4176685111916676280777059,62.619,791.0366685111916676280777059,13.75078473222942056380965975,150.3823314888083323719222941,150.3823314888083323719222941,continued_after_analytical_warning,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0107,MODERATE_MITIGATED,proposed,FY2027,Q2,2027-04-30,585,16.25,16.25,0,0,568.75,143.4176685111916676280777059,0,13.61461000317138946501648272,0,129.8030585080202781630612231,698.5530585080202781630612231,62.619,761.1720585080202781630612231,13.14651083174183421919672051,163.9969414919797218369387769,163.9969414919797218369387769,continued_after_analytical_warning,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0108,MODERATE_MITIGATED,proposed,FY2027,Q3,2027-07-31,568.75,16.25,16.25,0,0,552.5,129.8030585080202781630612231,0,14.62034659354962759656604521,0,115.1827119144706505664951779,667.6827119144706505664951779,62.619,730.3017119144706505664951779,12.160808043840774103299157,178.6172880855293494335048221,178.6172880855293494335048221,continued_after_analytical_warning,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0109,MODERATE_MITIGATED,proposed,FY2027,Q4,2027-10-31,552.5,16.25,16.25,0,0,536.25,115.1827119144706505664951779,0,17.6932148799111181080222414,0,97.48949703455953245847293657,633.7394970345595324584729366,62.619,696.3584970345595324584729366,11.1818697965562695450266433,196.3105029654404675415270634,196.3105029654404675415270634,continued_after_analytical_warning,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0110,MODERATE_MITIGATED,proposed,FY2028,Q1,2028-01-31,536.25,16.25,16.25,0,0,520,97.48949703455953245847293657,10.99485029441763994971279406,10.42437588923251051496859053,0,98.0599714397446618932171401,618.0599714397446618932171401,62.619,680.6789714397446618932171401,10.280716469782053815322111,195.7400285602553381067828599,195.7400285602553381067828599,continued_after_analytical_warning,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0111,MODERATE_MITIGATED,proposed,FY2028,Q2,2028-04-30,520,16.25,16.25,0,0,503.75,98.0599714397446618932171401,9.54044654275678883413093384,13.30940338634160891391918925,0,94.29101459615984181342888469,598.0410145961598418134288847,62.619,660.6600145961598418134288847,9.98762940064996065628360914,199.5089854038401581865711153,199.5089854038401581865711153,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0112,MODERATE_MITIGATED,proposed,FY2028,Q3,2028-07-31,503.75,16.25,16.25,0,0,487.5,94.29101459615984181342888469,9.46512312342259940979581215,13.45881866095655614596329429,0,90.29731905862588507726140255,577.7973190586258850772614026,62.619,640.4163190586258850772614026,9.656976859080713708435125531,203.5026809413741149227385974,203.5026809413741149227385974,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0113,MODERATE_MITIGATED,proposed,FY2028,Q4,2028-10-31,487.5,16.25,16.25,0,0,471.25,90.29731905862588507726140255,8.88421701277707884176022424,14.61113286568629838765344365,0,84.57040320571666553136818314,555.8204032057166655313681831,62.619,618.4394032057166655313681831,9.310274724191922191520453166,209.2295967942833344686318169,209.2295967942833344686318169,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0114,MODERATE_MITIGATED,proposed,FY2029,Q1,2029-01-31,471.25,16.25,16.25,0,0,455,84.57040320571666553136818314,15.82125059520183499815321515,0.85048860798944128349516284,0,99.54116519292905924602623545,554.5411651929290592460262354,62.619,617.1601651929290592460262354,9.118869944380376619014063758,194.2588348070709407539737646,194.2588348070709407539737646,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0115,MODERATE_MITIGATED,proposed,FY2029,Q2,2029-04-30,455,16.25,16.25,0,0,438.75,99.54116519292905924602623545,8.2873282818710784165688034,15.79515098954763106915966535,0,92.0333424852525065934353735,530.7833424852525065934353735,62.619,593.4023424852525065934353735,8.913702288511806611463792643,201.7666575147474934065646265,201.7666575147474934065646265,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0116,MODERATE_MITIGATED,proposed,FY2029,Q3,2029-07-31,438.75,16.25,16.25,0,0,422.5,92.0333424852525065934353735,8.42344156924014329568883383,15.5251499143075313938492054,0,84.93163414018511849527500193,507.4316341401851184952750019,62.619,570.0506341401851184952750019,8.526807149073463629727669647,208.8683658598148815047249981,208.8683658598148815047249981,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0117,MODERATE_MITIGATED,proposed,FY2029,Q4,2029-10-31,422.5,16.25,16.25,0,0,406.25,84.93163414018511849527500193,8.15107786745350609113743461,16.06542407680990108354442572,0,77.01728793082872350286801082,483.2672879308287235028680108,62.619,545.8862879308287235028680108,8.13659779055673759044651473,216.7827120691712764971319892,216.7827120691712764971319892,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0118,MODERATE_MITIGATED,proposed,FY2030,Q1,2030-01-31,406.25,16.25,16.25,0,0,390,77.01728793082872350286801082,15.38894081188464978347561747,1.70803975959716419770045619,0,90.6981889831162090886431721,480.6981889831162090886431721,62.619,543.3171889831162090886431721,7.916617819256539290558563937,203.1018110168837909113568279,203.1018110168837909113568279,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0119,MODERATE_MITIGATED,proposed,FY2030,Q2,2030-04-30,390,16.25,16.25,0,0,373.75,90.6981889831162090886431721,7.84804732789170510894233986,16.66653050141947324346051027,0,81.87970580958844095412500169,455.6297058095884409541250017,62.619,518.2487058095884409541250017,7.690093797035686420554882803,211.9202941904115590458749983,211.9202941904115590458749983,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0120,MODERATE_MITIGATED,proposed,FY2030,Q3,2030-07-31,373.75,16.25,16.25,0,0,357.5,81.87970580958844095412500169,7.97687912725599275011510461,16.41097334733239809449666851,0,73.44561158951203560974343779,430.9456115895120356097434378,62.619,493.5646115895120356097434378,7.281493073677092862213279968,220.3543884104879643902565622,220.3543884104879643902565622,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0121,MODERATE_MITIGATED,proposed,FY2030,Q4,2030-10-31,357.5,16.25,16.25,0,0,341.25,73.44561158951203560974343779,7.69712361939641598810113193,16.96591026338540734663413737,0,64.17682494552304425121043235,405.4268249455230442512104324,62.619,468.0458249455230442512104324,6.869218594824143396005929047,229.6231750544769557487895676,229.6231750544769557487895676,continued_after_analytical_warning,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0122,MODERATE_MITIGATED,proposed,FY2031,Q1,2031-01-31,341.25,16.25,16.25,0,0,325,64.17682494552304425121043235,14.95702143871646231568794558,2.56481647424835235640373486,0,76.56902990999115421049464307,401.5690299099911542104946431,62.619,464.1880299099911542104946431,6.627530551017989437724993614,0,0,continued_after_analytical_warning,401.5690299099911542104946431,MATURITY_SHORTFALL,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0123,MODERATE_MITIGATED,existing,FY2026,Q2,2026-04-30,462.5,6.25,6.25,0,0,456.25,207.39771875,72.94988452484149953675072658,0,0,280.3476032748414995367507265,736.5976032748414995367507265,62.619,799.2166032748414995367507265,13.21918837133396778756919748,188.4523967251585004632492735,188.4523967251585004632492735,existing_contractual_drawability_not_reconstructed,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0124,MODERATE_MITIGATED,existing,FY2026,Q3,2026-07-31,456.25,6.25,6.25,0,0,450,280.3476032748414995367507265,0.34360685627288374374949838,5.53210480652399458762518273,0,275.1591053245903886928750422,725.1591053245903886928750422,62.619,787.7781053245903886928750422,13.890902804807031672759903,193.6408946754096113071249578,193.6408946754096113071249578,existing_contractual_drawability_not_reconstructed,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0125,MODERATE_MITIGATED,existing,FY2026,Q4,2026-10-31,450,6.25,6.25,0,0,443.75,275.1591053245903886928750422,0,7.33085455638339218547683554,0,267.8282507682069965073982067,711.5782507682069965073982067,62.619,774.1972507682069965073982067,13.65782605215734245918271964,200.9717492317930034926017933,200.9717492317930034926017933,existing_contractual_drawability_not_reconstructed,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0126,MODERATE_MITIGATED,existing,FY2027,Q1,2027-01-31,443.75,6.25,6.25,0,0,437.5,267.8282507682069965073982067,12.30302569581665667256241436,0,0,280.1312764640236531799606211,717.6312764640236531799606211,62.619,780.2502764640236531799606211,13.54857107419401861186890525,188.6687235359763468200393789,188.6687235359763468200393789,existing_contractual_drawability_not_reconstructed,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0127,MODERATE_MITIGATED,existing,FY2027,Q2,2027-04-30,437.5,6.25,6.25,0,0,431.25,280.1312764640236531799606211,0,23.81381879640226590901097521,0,256.3174576676213872709496459,687.5674576676213872709496459,62.619,750.1864576676213872709496459,12.94730203851095777520222802,212.4825423323786127290503541,212.4825423323786127290503541,existing_contractual_drawability_not_reconstructed,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0128,MODERATE_MITIGATED,existing,FY2027,Q3,2027-07-31,431.25,6.25,6.25,0,0,425,256.3174576676213872709496459,0,24.81624379665901535548242928,0,231.5012138709623719154672166,656.5012138709623719154672166,62.619,719.1202138709623719154672166,11.96491084073138634438277293,237.2987861290376280845327834,237.2987861290376280845327834,existing_contractual_drawability_not_reconstructed,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0129,MODERATE_MITIGATED,existing,FY2027,Q4,2027-10-31,425,6.25,6.25,0,0,418.75,231.5012138709623719154672166,0,27.88549446456538708109664226,0,203.6157194063969848343705743,622.3657194063969848343705743,62.619,684.9847194063969848343705743,10.98959021190200057195224244,265.1842805936030151656294257,265.1842805936030151656294257,existing_contractual_drawability_not_reconstructed,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0130,MODERATE_MITIGATED,existing,FY2028,Q1,2028-01-31,418.75,6.25,6.25,0,0,412.5,203.6157194063969848343705743,0.93172042306009869432042878,10.54960343663942387835997424,0,193.9978363928176596503310289,606.4978363928176596503310289,62.619,669.1168363928176596503310289,10.09235905101759919653836201,274.8021636071823403496689711,274.8021636071823403496689711,existing_contractual_drawability_not_reconstructed,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0131,MODERATE_MITIGATED,existing,FY2028,Q2,2028-04-30,412.5,6.25,6.25,0,0,406.25,193.9978363928176596503310289,0,13.96043358807936894020452885,0,180.0374028047382907101265,586.2874028047382907101265,62.619,648.9064028047382907101265,9.796152656155411795867335696,288.7625971952617092898735,288.7625971952617092898735,existing_contractual_drawability_not_reconstructed,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0132,MODERATE_MITIGATED,existing,FY2028,Q3,2028-07-31,406.25,6.25,6.25,0,0,400,180.0374028047382907101265,0,14.18834326589383153731253077,0,165.8490595388444591728139692,565.8490595388444591728139692,62.619,628.4680595388444591728139692,9.462329130720838907290076895,302.9509404611555408271860308,302.9509404611555408271860308,existing_contractual_drawability_not_reconstructed,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0133,MODERATE_MITIGATED,existing,FY2028,Q4,2028-10-31,400,6.25,6.25,0,0,393.75,165.8490595388444591728139692,0,15.92478707876316773966937722,0,149.924272460081291433144592,543.674272460081291433144592,62.619,606.293272460081291433144592,9.112403498337973997744295362,318.875727539918708566855408,318.875727539918708566855408,existing_contractual_drawability_not_reconstructed,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0134,MODERATE_MITIGATED,existing,FY2029,Q1,2029-01-31,393.75,6.25,6.25,0,0,387.5,149.924272460081291433144592,5.75383379697233590936345418,0.98421991639777585711673774,0,154.6938863406558514853913084,542.1938863406558514853913084,62.619,604.8128863406558514853913084,8.917721837742542956602727876,314.1061136593441485146086916,314.1061136593441485146086916,existing_contractual_drawability_not_reconstructed,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0135,MODERATE_MITIGATED,existing,FY2029,Q2,2029-04-30,387.5,6.25,6.25,0,0,381.25,154.6938863406558514853913084,0,17.71230196245132150744275028,0,136.9815843782045299779485581,518.2315843782045299779485581,62.619,580.8505843782045299779485581,8.70922303373703775661190431,331.8184156217954700220514419,331.8184156217954700220514419,existing_contractual_drawability_not_reconstructed,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0136,MODERATE_MITIGATED,existing,FY2029,Q3,2029-07-31,381.25,6.25,6.25,0,0,375,136.9815843782045299779485581,0,17.30957391403606222716687608,0,119.6720104641684677507816819,494.6720104641684677507816819,62.619,557.2910104641684677507816819,8.318941580104789500721165146,0,0,existing_contractual_drawability_not_reconstructed,494.6720104641684677507816819,MATURITY_SHORTFALL,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0137,SEVERE_MITIGATED,proposed,FY2026,Q2,2026-04-30,650,16.25,16.25,0,0,633.75,29.89771875,205.4457322994654312666516832,0,0,235.3434510494654312666516832,869.0934510494654312666516832,62.619,931.7124510494654312666516832,15.9342836025858971579468871,58.4565489505345687333483168,58.4565489505345687333483168,available_before_analytical_shutoff,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0138,SEVERE_MITIGATED,proposed,FY2026,Q3,2026-07-31,633.75,16.25,16.25,0,0,617.5,235.3434510494654312666516832,6.32687252102893517902164573,0.77454439013341762675831531,0,240.8957791803609488189150137,858.3957791803609488189150137,62.619,921.0147791803609488189150137,18.63656322778727250329978392,52.9042208196390511810849863,52.9042208196390511810849863,available_before_analytical_shutoff,0,PASS,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0139,SEVERE_MITIGATED,proposed,FY2026,Q4,2026-10-31,617.5,16.25,16.25,0,0,601.25,240.8957791803609488189150137,5.95819569481125984743669021,0.92314170134850580702931357,0,245.9308331738237028593223903,847.1808331738237028593223903,62.619,909.7998331738237028593223903,18.40295550769806324373341234,47.8691668261762971406776097,47.8691668261762971406776097,continued_after_analytical_warning,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0140,SEVERE_MITIGATED,proposed,FY2027,Q1,2027-01-31,601.25,16.25,16.25,0,0,585,245.9308331738237028593223903,24.72790015521750678703514706,0,0,270.6587333290412096463575374,855.6587333290412096463575374,62.619,918.2777333290412096463575374,18.29491743028809108209280054,23.1412666709587903536424626,23.1412666709587903536424626,continued_after_analytical_warning,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0141,SEVERE_MITIGATED,proposed,FY2027,Q2,2027-04-30,585,16.25,16.25,0,0,568.75,270.6587333290412096463575374,17.07658723001250446818977493,0,0,287.7353205590537141145473123,856.4853205590537141145473123,62.619,919.1043205590537141145473123,18.425401495122214889919014,6.0646794409462858854526877,6.0646794409462858854526877,continued_after_analytical_warning,0,BREACHED_ANALYTICAL_THRESHOLD,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0142,SEVERE_MITIGATED,proposed,FY2027,Q3,2027-07-31,568.75,16.25,16.25,0,0,552.5,287.7353205590537141145473123,6.06467944094628588545268768,0,0,293.8,846.3,62.619,908.919,18.39597163074699581906251177,0,0,continued_after_analytical_warning,0,LIQUIDITY_FAILURE,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
P6D-0143,SEVERE_MITIGATED,proposed,FY2027,Q4,2027-10-31,552.5,16.25,11.24136038076039388787281592,0,0,541.2586396192396061121271841,293.8,0,0,0,293.8,835.0586396192396061121271841,62.619,897.6776396192396061121271841,18.07395145833333333333333333,0,0,continued_after_analytical_warning,0,MANDATORY_PAYMENT_FAILURE,SRC-001;SRC-002;SRC-003,P5A-014;P5A-015;P5A-016;P5A-018:P5A-032;SCN-001:SCN-009,Retained debt stays at the Phase 5 conservative opening proxy because principal and interest allocation is unavailable.
